first_fighter,second_fighter,result_1,result_2,date 
Evan-Dunham,Nik-Lentz,Win,Loss,2012-01-28
Mike-Russow,John-Olav-Einemo,Win,Loss,2012-01-28
Cub-Swanson,George-Roop,Win,Loss,2012-01-28
Charles-Oliveira,Eric-Wisely,Win,Loss,2012-01-28
Michael-Johnson,Shane-Roller,Win,Loss,2012-01-28
Joey-Beltran,Lavar-Johnson,Loss,Win,2012-01-28
Chris-Camozzi,Dustin-Jacoby,Win,Loss,2012-01-28
Nick-Diaz,Carlos-Condit,Loss,Win,2012-02-04
Roy-Nelson,Fabricio-Werdum,Loss,Win,2012-02-04
Josh-Koscheck,Mike-Pierce,Win,Loss,2012-02-04
Renan-Barao,Scott-Jorgensen,Win,Loss,2012-02-04
Ed-Herman,Clifford-Starks,Win,Loss,2012-02-04
Dustin-Poirier,Max-Holloway,Win,Loss,2012-02-04
Alex-Caceres,Edwin-Figueroa,Loss,Win,2012-02-04
Matt-Brown,Chris-Cope,Win,Loss,2012-02-04
Matthew-Riddle,Henry-Martinez,Win,Loss,2012-02-04
Rafael-Natal,Michael-Kuiper,Win,Loss,2012-02-04
Dan-Stittgen,Stephen-Thompson,Loss,Win,2012-02-04
Diego-Sanchez,Jake-Ellenberger,Loss,Win,2012-02-15
Stefan-Struve,Dave-Herman,Win,Loss,2012-02-15
Aaron-Simpson,Ronny-Markes,Loss,Win,2012-02-15
Stipe-Miocic,Phil-De Fries,Win,Loss,2012-02-15
TJ-Dillashaw,Walel-Watson,Win,Loss,2012-02-15
Ivan-Menjivar,John-Albert,Win,Loss,2012-02-15
,Vagner-Rocha,,Loss,2012-02-15
Anton-Kuivanen,Justin-Salas,Loss,Win,2012-02-15
Tim-Means,Bernardo-Magalhaes,Win,Loss,2012-02-15
Frankie-Edgar,Benson-Henderson,Loss,Win,2012-02-25
Rampage-Jackson,Ryan-Bader,Loss,Win,2012-02-25
Mark-Hunt,Cheick-Kongo,Win,Loss,2012-02-25
Yoshihiro-Akiyama,Jake-Shields,Loss,Win,2012-02-25
Yushin-Okami,Tim-Boetsch,Loss,Win,2012-02-25
Hatsu-Hioki,Bart-Palaszewski,Win,Loss,2012-02-25
Anthony-Pettis,Joe-Lauzon,Win,Loss,2012-02-25
Takanori-Gomi,Eiji-Mitsuoka,Win,Loss,2012-02-25
Norifumi-Yamamoto,Vaughan-Lee,Loss,Win,2012-02-25
Riki-Fukuda,Steve-Cantwell,Win,Loss,2012-02-25
Takeya-Mizugaki,Chris-Cariaso,Loss,Win,2012-02-25
Tiequan-Zhang,Issei-Tamura,Loss,Win,2012-02-25
Thiago-Alves,Martin-Kampmann,Loss,Win,2012-03-03
Joseph-Benavidez,Yasuhiro-Urushitani,Win,Loss,2012-03-03
Demetrious-Johnson,Ian-McCall,Draw,Draw,2012-03-03
Court-McGee,Costas-Philippou,Loss,Win,2012-03-03
James-Te Huna,Aaron-Rosa,Win,Loss,2012-03-03
Anthony-Perosh,Nick-Penner,Win,Loss,2012-03-03
Cole-Miller,Steven-Siler,Loss,Win,2012-03-03
Kyle-Noke,Andrew-Craig,Loss,Win,2012-03-03
TJ-Waldburger,Jake-Hecht,Win,Loss,2012-03-03
Mackens-Semerzier,Daniel-Pineda,Loss,Win,2012-03-03
Oli-Thompson,Shawn-Jordan,Loss,Win,2012-03-03
Alexander-Gustafsson,,Win,,2012-04-14
Brian-Stann,Alessio-Sakara,Win,Loss,2012-04-14
Paulo-Thiago,Siyar-Bahadurzada,Loss,Win,2012-04-14
Dennis-Siver,Diego-Nunes,Win,Loss,2012-04-14
DaMarques-Johnson,John-Maguire,Loss,Win,2012-04-14
Brad-Pickett,,Win,,2012-04-14
Papy -Abedi,James-Head,Loss,Win,2012-04-14
Cyrille-Diabate,Tom-DeBlass,Win,Loss,2012-04-14
Francis-Carmont,Magnus-Cedenblad,Win,Loss,2012-04-14
Reza-Madadi,Yoislandy-Izquierdo,Win,Loss,2012-04-14
Simeon-Thoresen,Besam-Yousef,Win,Loss,2012-04-14
Jason-Young,Eric-Wisely,Win,Loss,2012-04-14
Jon-Jones,Rashad-Evans,Win,Loss,2012-04-21
Rory-MacDonald,Che-Mills,Win,Loss,2012-04-21
Brendan-Schaub,Ben-Rothwell,Loss,Win,2012-04-21
Miguel Angel-Torres,Michael-McDonald,Loss,Win,2012-04-21
Mark-Hominick,Eddie-Yagin,Loss,Win,2012-04-21
Mark-Bocek,John-Alessio,Win,Loss,2012-04-21
Travis-Browne,Chad-Griggs,Win,Loss,2012-04-21
Matt-Brown,Stephen-Thompson,Win,Loss,2012-04-21
John-Makdessi,Anthony-Njokuani,Loss,Win,2012-04-21
Mac-Danzig,Efrain-Escudero,Win,Loss,2012-04-21
Keith-Wisniewski,Chris-Clements,Loss,Win,2012-04-21
Marcus-Brimage,Maximo-Blanco,Win,Loss,2012-04-21
Nate-Diaz,Jim-Miller,Win,Loss,2012-05-05
Josh-Koscheck,Johny-Hendricks,Loss,Win,2012-05-05
Rousimar-Palhares,Alan-Belcher,Loss,Win,2012-05-05
Pat-Barry,Lavar-Johnson,Loss,Win,2012-05-05
Tony-Ferguson,Michael-Johnson,Loss,Win,2012-05-05
John-Dodson,Tim-Elliott,Win,Loss,2012-05-05
John-Hathaway,Pascal-Krauss,Win,Loss,2012-05-05
Louis-Gaudinot,John-Lineker,Win,Loss,2012-05-05
Danny-Castillo,John -Cholish,Win,Loss,2012-05-05
Dennis-Bermudez,Pablo-Garza,Win,Loss,2012-05-05
Roland-Delorme,Nick-Denis,Win,Loss,2012-05-05
Mike-Massenzio,Karlos-Vemola,Loss,Win,2012-05-05
Chan Sung-Jung,Dustin-Poirier,Win,Loss,2012-05-16
Amir-Sadollah,Jorge-Lopez,Win,Loss,2012-05-16
Donald-Cerrone,Jeremy-Stephens,Win,Loss,2012-05-16
Yves-Jabouin,Jeff-Hougland,Win,Loss,2012-05-16
Igor-Pokrajac,Fabio-Maldonado,Win,Loss,2012-05-16
Jason-MacDonald,Tom-Lawlor,Loss,Win,2012-05-16
Brad-Tavares,Dongi-Yang,Win,Loss,2012-05-16
Cody-McKenzie,Marcus-LeVesseur,Win,Loss,2012-05-16
TJ-Grant,Carlo-Prater,Win,Loss,2012-05-16
Rafael-Dos Anjos,Kamal-Shalorus,Win,Loss,2012-05-16
Jeff-Curran,Johnny-Eduardo,Loss,Win,2012-05-16
Alex-Soto,Francisco-Rivera,Loss,Win,2012-05-16
Josh-Barnett,Daniel-Cormier,Loss,Win,2012-05-20
Gilbert-Melendez,Josh-Thomson,Win,Loss,2012-05-20
Rafael-Cavalcante,Mike-Kyle,No Contest,No Contest,2012-05-20
Nah-Shon-Burrell,Chris-Spang,Loss,Win,2012-05-20
Gesias-Cavalcante,Isaac-Vallie-Flagg,Loss,Win,2012-05-20
Virgil-Zwicker,Guto-Inocente,Loss,Win,2012-05-20
Gian-Villante,Derrick-Mehmen,Win,Loss,2012-05-20
Quinn-Mulhern,Yuri-Villefort,Win,Loss,2012-05-20
James-Terry,Bobby-Green,Loss,Win,2012-05-20
Junior-Dos Santos,Frank-Mir,Win,Loss,2012-05-26
Cain-Velasquez,Antonio-Silva,Win,Loss,2012-05-26
Roy-Nelson,Dave-Herman,Win,Loss,2012-05-26
Stipe-Miocic,Shane-Del Rosario,Win,Loss,2012-05-26
Stefan-Struve,Lavar-Johnson,Win,Loss,2012-05-26
Diego-Brandao,Darren-Elkins,Loss,Win,2012-05-26
Edson-Barboza,Jamie-Varner,Loss,Win,2012-05-26
Jason-Miller,CB-Dollaway,Loss,Win,2012-05-26
Dan-Hardy,Duane-Ludwig,Win,Loss,2012-05-26
Jacob-Volkmann,Paul-Sass,Loss,Win,2012-05-26
Kyle-Kingsbury,Glover-Teixeira,Loss,Win,2012-05-26
Mike-Brown,Daniel-Pineda,Win,Loss,2012-05-26
Jake-Ellenberger,Martin-Kampmann,Loss,Win,2012-06-02
Michael-Chiesa,Al-Iaquinta,Win,Loss,2012-06-02
,Charles-Oliveira,Loss,Win,2012-06-02
Max-Holloway,Pat-Schilling,Win,Loss,2012-06-02
Justin-Lawrence,John-Cofer,Win,Loss,2012-06-02
Daron-Cruickshank,,Win,Loss,2012-06-02
Myles-Jury,,Win,,2012-06-02
Cristiano-Marcello,Sam-Sicilia,Loss,Win,2012-06-02
Joe-Proctor,Jeremy-Larsen,Win,Loss,2012-06-02
John-Albert,Erik-Perez,Loss,Win,2012-06-02
Demetrious-Johnson,Ian-McCall,Win,Loss,2012-06-09
Erick-Silva,Charlie-Brenneman,Win,Loss,2012-06-09
Eddie-Wineland,Scott-Jorgensen,Win,Loss,2012-06-09
Mike-Pierce,Carlos Eduardo-Rocha,Win,Loss,2012-06-09
Seth-Baczynski,Lance-Benoist,Win,Loss,2012-06-09
Leonard-Garcia,Matt-Grice,Loss,Win,2012-06-09
Dustin-Pague,Jared-Papazian,Win,Loss,2012-06-09
Tim-Means,Justin-Salas,Win,Loss,2012-06-09
Buddy-Roberts,Caio-Magalhaes,Win,Loss,2012-06-09
Henry-Martinez,Bernardo-Magalhaes,Win,Loss,2012-06-09
Jake-Hecht,Sean-Pierson,Loss,Win,2012-06-09
Gray-Maynard,Clay-Guida,Win,Loss,2012-06-23
Sam-Stout,Spencer-Fisher,Win,Loss,2012-06-23
Brian-Ebersole,TJ-Waldburger,Win,Loss,2012-06-23
Ross-Pearson,Cub-Swanson,Loss,Win,2012-06-23
Hatsu-Hioki,Ricardo-Lamas,Loss,Win,2012-06-23
Ramsey-Nijem,C.J.-Keith,Win,Loss,2012-06-23
Rick-Story,Brock-Jardine,Win,Loss,2012-06-23
Steven-Siler,Joey-Gambino,Win,Loss,2012-06-23
Nick-Catone,Chris-Camozzi,Loss,Win,2012-06-23
Matt-Brown,Luis-Ramos,Win,Loss,2012-06-23
Dan-Miller,Ricardo-Funch,Win,Loss,2012-06-23
Ken-Stone,Dustin-Pague,Win,Loss,2012-06-23
Wanderlei-Silva,Rich-Franklin,Loss,Win,2012-06-24
Cezar-Ferreira,Sergio-Moraes,Win,,2012-06-24
Godofredo-Pepey,Rony-Jason,,,2012-06-24
Fabricio-Werdum,Mike-Russow,Win,Loss,2012-06-24
Iuri-Alcantara,Hacran-Dias,Loss,Win,2012-06-24
Anistavio-Medeiros,,Loss,,2012-06-24
Delson-Heleno,Francisco-Trinaldo,Loss,Win,2012-06-24
John-Teixeira,Hugo-Viana,Loss,Win,2012-06-24
Thiago-Perpétuo,Leonardo-Mafra,Win,Loss,2012-06-24
Marcos-Vinicius,Wagner-Campos,Win,Loss,2012-06-24
Felipe-Arantes,Milton-Vieira,Draw,Draw,2012-06-24
Anderson-Silva,Chael-Sonnen,Win,Loss,2012-07-08
Forrest-Griffin,Tito-Ortiz,Win,Loss,2012-07-08
Cung-Le,Patrick-Cote,Win,Loss,2012-07-08
Dong Hyun-Ma,Demian-Maia,Loss,Win,2012-07-08
Chad-Mendes,Cody-McKenzie,Win,Loss,2012-07-08
Ivan-Menjivar,Mike-Easton,Loss,Win,2012-07-08
Melvin-Guillard,Fabricio-Camoes,Win,Loss,2012-07-08
Gleison-Tibau,Khabib-Nurmagomedov,Loss,Win,2012-07-08
Costas-Philippou,Riki-Fukuda,Win,Loss,2012-07-08
John-Alessio,Shane-Roller,Loss,Win,2012-07-08
Rafaello-Oliveira,Yoislandy-Izquierdo,Win,Loss,2012-07-08
Mark-Munoz,Chris-Weidman,Loss,Win,2012-07-11
James-Te Huna,Joey-Beltran,Win,Loss,2012-07-11
Aaron-Simpson,Kenny-Robertson,Win,Loss,2012-07-11
Karlos-Vemola,Francis-Carmont,Loss,Win,2012-07-11
TJ-Dillashaw,Vaughan-Lee,Win,Loss,2012-07-11
Rafael-Dos Anjos,Anthony-Njokuani,Win,Loss,2012-07-11
,Alex-Caceres,,Win,2012-07-11
Chris-Cariaso,Josh-Ferguson,Win,Loss,2012-07-11
Rafael-Natal,Andrew-Craig,Loss,Win,2012-07-11
Marcelo-Guimaraes,Dan-Stittgen,Win,Loss,2012-07-11
Raphael-Assuncao,Issei-Tamura,Win,Loss,2012-07-11
Urijah-Faber,Renan-Barao,Loss,Win,2012-07-21
Hector-Lombard,Tim-Boetsch,Loss,Win,2012-07-21
Cheick-Kongo,Shawn-Jordan,Win,Loss,2012-07-21
Brian-Ebersole,James-Head,Loss,Win,2012-07-21
Chris-Clements,Matthew-Riddle,No Contest,No Contest,2012-07-21
Court-McGee,Nick-Ring,Loss,Win,2012-07-21
Roland-Delorme,Francisco-Rivera,No Contest,No Contest,2012-07-21
Anthony-Perosh,Ryan-Jimmo,Loss,Win,2012-07-21
Bryan-Caraway,Mitch-Gagnon,Win,Loss,2012-07-21
Antonio-Carvalho,Daniel-Pineda,Win,Loss,2012-07-21
Mitch-Clarke,Anton-Kuivanen,Loss,Win,2012-07-21
Mauricio-Rua,Brandon-Vera,Win,Loss,2012-08-05
Lyoto-Machida,Ryan-Bader,Win,Loss,2012-08-05
Joe-Lauzon,Jamie-Varner,Win,Loss,2012-08-05
Mike-Swick,DaMarques-Johnson,Win,Loss,2012-08-05
Cole-Miller,Nam-Phan,Loss,Win,2012-08-05
Phil-Davis,Wagner-Prado,No Contest,No Contest,2012-08-05
Josh-Grispi,Rani-Yahya,Loss,Win,2012-08-05
Phil-De Fries,Oli-Thompson,Win,Loss,2012-08-05
Manny-Gamburyan,Michihiro-Omigawa,Win,Loss,2012-08-05
Benson-Henderson,Frankie-Edgar,Win,Loss,2012-08-12
Donald-Cerrone,Melvin-Guillard,Win,Loss,2012-08-12
Jake-Shields,Ed-Herman,No Contest,No Contest,2012-08-12
Yushin-Okami,Buddy-Roberts,Win,Loss,2012-08-12
Justin-Lawrence,Max-Holloway,Loss,Win,2012-08-12
Dennis-Bermudez,Tommy-Hayden,Win,Loss,2012-08-12
Jared-Hamman,Michael-Kuiper,Loss,Win,2012-08-12
Ken-Stone,Erik-Perez,Loss,Win,2012-08-12
Dustin-Pague,Chico-Camus,Loss,Win,2012-08-12
Nik-Lentz,Eiji-Mitsuoka,Win,Loss,2012-08-12
Jon-Jones,Vitor-Belfort,Win,Loss,2012-09-22
Joseph-Benavidez,Demetrious-Johnson,Loss,Win,2012-09-22
Michael-Bisping,Brian-Stann,Win,Loss,2012-09-22
Matt-Hamill,Roger-Hollett,Win,Loss,2012-09-22
Cub-Swanson,Charles-Oliveira,Win,Loss,2012-09-22
Igor-Pokrajac,Vinny-Magalhaes,Loss,Win,2012-09-22
TJ-Grant,Evan-Dunham,Win,Loss,2012-09-22
Sean-Pierson,Lance-Benoist,Win,Loss,2012-09-22
Jimy-Hettes,Marcus-Brimage,Loss,Win,2012-09-22
Seth-Baczynski,Simeon-Thoresen,Win,Loss,2012-09-22
Mitch-Gagnon,Walel-Watson,Win,Loss,2012-09-22
Kyle-Noke,Charlie-Brenneman,Win,Loss,2012-09-22
Stefan-Struve,Stipe-Miocic,Win,Loss,2012-09-29
Dan-Hardy,Amir-Sadollah,Win,Loss,2012-09-29
Brad-Pickett,Yves-Jabouin,Win,Loss,2012-09-29
Paul-Sass,Matt-Wiman,Loss,Win,2012-09-29
John-Hathaway,John-Maguire,Win,Loss,2012-09-29
Che-Mills,Duane-Ludwig,Win,Loss,2012-09-29
Kyle-Kingsbury,Jimi-Manuwa,Loss,Win,2012-09-29
Andy-Ogle,Akira-Corassani,Loss,Win,2012-09-29
Tom-Watson,Brad-Tavares,Loss,Win,2012-09-29
DaMarques-Johnson,Gunnar-Nelson,Loss,Win,2012-09-29
Jason-Young,Robbie -Peralta,Loss,Win,2012-09-29
Travis-Browne,Antonio-Silva,Loss,Win,2012-10-05
Jake-Ellenberger,Jay-Hieron,Win,Loss,2012-10-05
John-Dodson,Jussier-Formiga,Win,Loss,2012-10-05
Josh-Neer,Justin-Edwards,Loss,Win,2012-10-05
Michael-Johnson,Danny-Castillo,Win,Loss,2012-10-05
Aaron-Simpson,Mike-Pierce,Loss,Win,2012-10-05
Marcus-LeVesseur,Carlo-Prater,Win,Loss,2012-10-05
Jacob-Volkmann,Shane-Roller,Loss,Win,2012-10-05
Bart-Palaszewski,Diego-Nunes,Loss,Win,2012-10-05
Darren-Uyenoyama,Phil-Harris,Win,Loss,2012-10-05
Anderson-Silva,Stephan-Bonnar,Win,Loss,2012-10-13
Minotauro-Nogueira,Dave-Herman,Win,Loss,2012-10-13
Glover-Teixeira,Fabio-Maldonado,Win,Loss,2012-10-13
Jon-Fitch,Erick-Silva,Win,Loss,2012-10-13
Phil-Davis,Wagner-Prado,Win,Loss,2012-10-13
Demian-Maia,Rick-Story,Win,Loss,2012-10-13
,Sam-Sicilia,,Loss,2012-10-13
Gleison-Tibau,Francisco-Trinaldo,Win,Loss,2012-10-13
Diego-Brandao,Joey-Gambino,Win,Loss,2012-10-13
Sergio-Moraes,,Win,,2012-10-13
Luiz-Cane,Chris-Camozzi,Loss,Win,2012-10-13
Cristiano-Marcello,Reza-Madadi,Win,Loss,2012-10-13
Rich-Franklin,Cung-Le,Loss,Win,2012-11-10
,Stanislav-Nedkov,,,2012-11-10
Dong Hyun-Ma,Paulo-Thiago,Win,Loss,2012-11-10
Takanori-Gomi,Mac-Danzig,Win,Loss,2012-11-10
Tiequan-Zhang,Jon-Tuck,Loss,Win,2012-11-10
Takeya-Mizugaki,Jeff-Hougland,Win,Loss,2012-11-10
Alex-Caceres,Motonobu-Tezuka,Win,Loss,2012-11-10
Yasuhiro-Urushitani,John-Lineker,Loss,Win,2012-11-10
Riki-Fukuda,Tom-DeBlass,Win,Loss,2012-11-10
Georges-St-Pierre,Carlos-Condit,Win,Loss,2012-11-17
Johny-Hendricks,Martin-Kampmann,Win,Loss,2012-11-17
Francis-Carmont,Tom-Lawlor,Win,Loss,2012-11-17
Mark-Bocek,Rafael-Dos Anjos,Loss,Win,2012-11-17
Mark-Hominick,Pablo-Garza,Loss,Win,2012-11-17
Patrick-Cote,Alessio-Sakara,Win,Loss,2012-11-17
Cyrille-Diabate,Chad-Griggs,Win,Loss,2012-11-17
Sam-Stout,John-Makdessi,Loss,Win,2012-11-17
Antonio-Carvalho,,Win,,2012-11-17
Matthew-Riddle,John-Maguire,Win,Loss,2012-11-17
Ivan-Menjivar,Azamat-Gashimov,Win,Loss,2012-11-17
Steven-Siler,Darren-Elkins,Loss,Win,2012-11-17
Georges-St-Pierre,Carlos-Condit,Win,Loss,2012-11-18
Martin-Kampmann,Johny-Hendricks,,,2012-11-18
Francis-Carmont,Tom-Lawlor,,,2012-11-18
Mark-Bocek,Rafael-Dos Anjos,,,2012-11-18
Mark-Hominick,Pablo-Garza,,,2012-11-18
Patrick-Cote,Alessio-Sakara,Win,Loss,2012-11-18
Cyrille-Diabate,Chad-Griggs,Win,Loss,2012-11-18
Sam-Stout,John-Makdessi,Loss,Win,2012-11-18
Antonio-Carvalho,Rodrigo-Damm,,,2012-11-18
Matthew-Riddle,John-Maguire,Win,Loss,2012-11-18
Ivan-Menjivar,Azamat-Gashimov,Win,Loss,2012-11-18
Steven-Siler,Darren-Elkins,Loss,Win,2012-11-18
Benson-Henderson,Nate-Diaz,Win,Loss,2012-12-08
Mauricio-Rua,Alexander-Gustafsson,Loss,Win,2012-12-08
BJ-Penn,Rory-MacDonald,Loss,Win,2012-12-08
Mike-Swick,Matt-Brown,Loss,Win,2012-12-08
Yves-Edwards,Jeremy-Stephens,Win,Loss,2012-12-08
Raphael-Assuncao,Mike-Easton,Win,Loss,2012-12-08
Ramsey-Nijem,Joe-Proctor,Win,Loss,2012-12-08
Daron-Cruickshank,Henry-Martinez,Win,Loss,2012-12-08
Marcus-LeVesseur,Abel-Trujillo,Loss,Win,2012-12-08
Dennis-Siver,Nam-Phan,Win,Loss,2012-12-08
Scott-Jorgensen,John-Albert,Win,Loss,2012-12-08
Roy-Nelson,Matt-Mitrione,Win,Loss,2012-12-15
Colton-Smith,Mike-Ricci,Win,Loss,2012-12-15
Pat-Barry,Shane-Del Rosario,Win,Loss,2012-12-15
Dustin-Poirier,,Win,Loss,2012-12-15
Mike-Pyle,James-Head,Win,Loss,2012-12-15
Johnny -Bedford,Marcos-Vinicius,,,2012-12-15
Vinc-Pichel,Rustam-Khabilov,Loss,Win,2012-12-15
TJ-Waldburger,Nick-Catone,Win,Loss,2012-12-15
Reuben-Duran,Hugo-Viana,Loss,Win,2012-12-15
Mike-Rio,John-Cofer,Win,Loss,2012-12-15
Jared-Papazian,Tim-Elliott,Loss,Win,2012-12-15
George-Sotiropoulos,Ross-Pearson,Loss,Win,2012-12-16
Robert-Whittaker,Bradley-Scott,Win,Loss,2012-12-16
Colin-Fletcher,Norman-Parke,Loss,Win,2012-12-16
Hector-Lombard,Rousimar-Palhares,Win,Loss,2012-12-16
Chad-Mendes,Yaotzin-Meza,Win,Loss,2012-12-16
Igor-Pokrajac,Joey-Beltran,No Contest,No Contest,2012-12-16
Mike-Pierce,Seth-Baczynski,Win,Loss,2012-12-16
Benny-Alloway,Manuel-Rodriguez,Win,Loss,2012-12-16
,Mike-Wilkinson,Loss,Win,2012-12-16
Nick-Penner,Cody-Donovan,Loss,Win,2012-12-16
Junior-Dos Santos,Cain-Velasquez,Loss,Win,2012-12-30
Jim-Miller,Joe-Lauzon,Win,Loss,2012-12-30
Tim-Boetsch,Costas-Philippou,Loss,n,2012-12-30
Yushin-Okami,Alan-Belcher,Win,Loss,2012-12-30
Chris-Leben,Derek-Brunson,Loss,Win,2012-12-30
Brad-Pickett,Eddie-Wineland,Loss,Win,2012-12-30
Erik-Perez,Byron-Bloodworth,Win,Loss,2012-12-30
Melvin-Guillard,Jamie-Varner,Loss,Win,2012-12-30
Michael-Johnson,Myles-Jury,Loss,Win,2012-12-30
Phil-De Fries,Todd-Duffee,Loss,Win,2012-12-30
Leonard-Garcia,Max-Holloway,Loss,Win,2012-12-30
Chris-Cariaso,John-Moraga,Loss,Win,2012-12-30
Vitor-Belfort,Michael-Bisping,Win,Loss,2013-01-20
,CB-Dollaway,,Win,2013-01-20
Gabriel-Gonzaga,Ben-Rothwell,Win,Loss,2013-01-20
Thiago-Tavares,Khabib-Nurmagomedov,Loss,Win,2013-01-20
,Milton-Vieira,,Loss,2013-01-20
Ronny-Markes,Andrew-Craig,Win,Loss,2013-01-20
Diego-Nunes,Nik-Lentz,Loss,Win,2013-01-20
Edson-Barboza,Lucas-Martins,Win,Loss,2013-01-20
Iuri-Alcantara,Pedro-Nobre,No Contest,No Contest,2013-01-20
Wagner-Prado,Ildemar-Alcantara,Loss,Win,2013-01-20
Francisco-Trinaldo,C.J.-Keith,Win,Loss,2013-01-20
Demetrious-Johnson,John-Dodson,Win,Loss,2013-01-26
Rampage-Jackson,Glover-Teixeira,Loss,Win,2013-01-26
Anthony-Pettis,Donald-Cerrone,Win,Loss,2013-01-26
Erik-Koch,Ricardo-Lamas,Loss,Win,2013-01-26
TJ-Grant,Matt-Wiman,Win,Loss,2013-01-26
Clay-Guida,Hatsu-Hioki,Win,Loss,2013-01-26
Mike-Stumpf,Pascal-Krauss,Loss,Win,2013-01-26
Ryan-Bader,Vladimir-Matyushenko,Win,Loss,2013-01-26
Mike-Russow,Shawn-Jordan,Loss,Win,2013-01-26
Rafael-Natal,Sean-Spencer,Win,Loss,2013-01-26
Simeon-Thoresen,,Loss,,2013-01-26
Jose-Aldo,Frankie-Edgar,Win,Loss,2013-02-02
Rashad-Evans,Antonio Rogerio-Nogueira,Loss,Win,2013-02-02
Alistair-Overeem,Antonio-Silva,Loss,Win,2013-02-02
Jon-Fitch,Demian-Maia,Loss,Win,2013-02-02
Joseph-Benavidez,Ian-McCall,Win,Loss,2013-02-02
Gleison-Tibau,Evan-Dunham,Loss,Win,2013-02-02
Tyron-Woodley,Jay-Hieron,Win,Loss,2013-02-02
Jacob-Volkmann,Bobby-Green,Loss,Win,2013-02-02
Yves-Edwards,Isaac-Vallie-Flagg,Loss,Win,2013-02-02
Chico-Camus,Dustin-Kimura,Loss,Win,2013-02-02
Edwin-Figueroa,Francisco-Rivera,Loss,Win,2013-02-02
Renan-Barao,Michael-McDonald,Win,Loss,2013-02-16
Cub-Swanson,Dustin-Poirier,Win,Loss,2013-02-16
Jimi-Manuwa,Cyrille-Diabate,Win,Loss,2013-02-16
Gunnar-Nelson,Jorge-Santiago,Win,Loss,2013-02-16
James-Te Huna,Ryan-Jimmo,Win,Loss,2013-02-16
Che-Mills,Matthew-Riddle,No Contest,No Contest,2013-02-16
Terry-Etim,,Loss,,2013-02-16
Paul-Sass,Danny-Castillo,Loss,Win,2013-02-16
Andy-Ogle,Josh-Grispi,Win,Loss,2013-02-16
Tom-Watson,Stanislav-Nedkov,Win,Loss,2013-02-16
Vaughan-Lee,Motonobu-Tezuka,Win,Loss,2013-02-16
Phil-Harris,Ulysses-Gomez,Win,Loss,2013-02-16
Ronda-Rousey,Liz-Carmouche,Win,Loss,2013-02-23
Lyoto-Machida,Dan-Henderson,Win,Loss,2013-02-23
Urijah-Faber,Ivan-Menjivar,Win,Loss,2013-02-23
Court-McGee,Josh-Neer,Win,Loss,2013-02-23
Josh-Koscheck,Robbie-Lawler,Loss,Win,2013-02-23
Brendan-Schaub,Lavar-Johnson,Win,Loss,2013-02-23
Michael-Chiesa,Anton-Kuivanen,Win,Loss,2013-02-23
Dennis-Bermudez,Matt-Grice,Win,Loss,2013-02-23
Sam-Stout,Caros-Fodor,Win,Loss,2013-02-23
Kenny-Robertson,Brock-Jardine,Win,Loss,2013-02-23
Jon-Manley,Neil-Magny,Loss,Win,2013-02-23
Nah-Shon-Burrell,Yuri-Villefort,Win,Loss,2013-02-23
Wanderlei-Silva,Brian-Stann,Win,Loss,2013-03-02
Stefan-Struve,Mark-Hunt,Loss,Win,2013-03-02
Takanori-Gomi,Diego-Sanchez,Loss,Win,2013-03-02
Yushin-Okami,Hector-Lombard,Win,Loss,2013-03-02
Mizuto-Hirota,Rani-Yahya,Loss,Win,2013-03-02
Dong Hyun-Ma,Siyar-Bahadurzada,Win,Loss,2013-03-02
Riki-Fukuda,Brad-Tavares,Loss,Win,2013-03-02
Takeya-Mizugaki,Bryan-Caraway,Win,Loss,2013-03-02
Cristiano-Marcello,,Loss,,2013-03-02
Alex-Caceres,Kyung Ho-Kang,No Contest,No Contest,2013-03-02
Marcelo-Guimaraes,Hyun Gyu-Lim,Loss,Win,2013-03-02
Georges-St-Pierre,Nick-Diaz,Win,Loss,2013-03-16
Carlos-Condit,Johny-Hendricks,Loss,Win,2013-03-16
Jake-Ellenberger,Nate-Marquardt,Win,Loss,2013-03-16
Nick-Ring,Chris-Camozzi,Loss,Win,2013-03-16
Mike-Ricci,Colin-Fletcher,Win,Loss,2013-03-16
Patrick-Cote,Bobby-Voelker,Win,Loss,2013-03-16
Antonio-Carvalho,Darren-Elkins,Loss,Win,2013-03-16
Dan-Miller,Jordan-Mein,Loss,Win,2013-03-16
John-Makdessi,Daron-Cruickshank,Win,Loss,2013-03-16
Rick-Story,Quinn-Mulhern,Win,Loss,2013-03-16
TJ-Dillashaw,Issei-Tamura,Win,Loss,2013-03-16
George-Roop,Reuben-Duran,Win,Loss,2013-03-16
Gegard-Mousasi,Ilir-Latifi,Win,Loss,2013-04-06
Ryan-Couture,Ross-Pearson,Win,Loss,2013-04-06
Matt-Mitrione,Phil-De Fries,Win,Loss,2013-04-06
Brad-Pickett,Mike-Easton,Win,Loss,2013-04-06
Diego-Brandao,Pablo-Garza,Win,Loss,2013-04-06
Akira-Corassani,Robbie -Peralta,Win,Loss,2013-04-06
Reza-Madadi,Michael-Johnson,Win,Loss,2013-04-06
Tor-Troeng,Adam-Cella,Win,Loss,2013-04-06
Chris-Spang,Adlan-Amagov,Loss,Win,2013-04-06
Marcus-Brimage,Conor-McGregor,Loss,Win,2013-04-06
